Wavelength (nm)	Band 1p	Band 1	Band 2	Band 3	Band 4	Band 4p	Band 5p	Band 5	Band 7	Pan
674	0.00000	0.00000	0.00000	0.97591	0.00000	0.00000	0.00000	0.00000	0.00000	0.91290
675	0.00000	0.00000	0.00000	0.97022	0.00000	0.00000	0.00000	0.00000	0.00000	0.78159
676	0.00000	0.00000	0.00000	0.96448	0.00000	0.00000	0.00000	0.00000	0.00000	0.56647
677	0.00000	0.00000	0.00000	0.95961	0.00000	0.00000	0.00000	0.00000	0.00000	0.36547
678	0.00000	0.00000	0.00000	0.95992	0.00000	0.00000	0.00000	0.00000	0.00000	0.22298
679	0.00000	0.00000	0.00000	0.96566	0.00000	0.00000	0.00000	0.00000	0.00000	0.13749
680	0.00000	0.00000	0.00000	0.97469	0.00000	0.00000	0.00000	0.00000	0.00000	0.08821
681	0.00000	0.00000	0.00000	0.98972	0.00000	0.00000	0.00000	0.00000	0.00000	0.05754
682	0.00000	0.00000	0.00000	0.99998	0.00000	0.00000	0.00000	0.00000	0.00000	0.03915
683	0.00000	0.00000	0.00000	0.99968	0.00000	0.00000	0.00000	0.00000	0.00000	0.02721
684	0.00000	0.00000	0.00000	0.97325	0.00000	0.00000	0.00000	0.00000	0.00000	0.01999
685	0.00000	0.00000	0.00000	0.91412	0.00000	0.00000	0.00000	0.00000	0.00000	0.01494
686	0.00000	0.00000	0.00000	0.80932	0.00000	0.00000	0.00000	0.00000	0.00000	0.01145
687	0.00000	0.00000	0.00000	0.66334	0.00000	0.00000	0.00000	0.00000	0.00000	0.00888
688	0.00000	0.00000	0.00000	0.50773	0.00000	0.00000	0.00000	0.00000	0.00000	0.00720
689	0.00000	0.00000	0.00000	0.35971	0.00000	0.00000	0.00000	0.00000	0.00000	0.00590
690	0.00000	0.00000	0.00000	0.24415	0.00000	0.00000	0.00000	0.00000	0.00000	0.00488
691	0.00000	0.00000	0.00000	0.16300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00419
692	0.00000	0.00000	0.00000	0.10750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00359
693	0.00000	0.00000	0.00000	0.07135	0.00000	0.00000	0.00000	0.00000	0.00000	0.00321
694	0.00000	0.00000	0.00000	0.04828	0.00000	0.00000	0.00000	0.00000	0.00000	0.00301
695	0.00000	0.00000	0.00000	0.03305	0.00000	0.00000	0.00000	0.00000	0.00000	0.00266
696	0.00000	0.00000	0.00000	0.02307	0.00000	0.00000	0.00000	0.00000	0.00000	0.00245
697	0.00000	0.00000	0.00000	0.01653	0.00000	0.00000	0.00000	0.00000	0.00000	0.00237
698	0.00000	0.00000	0.00000	0.01183	0.00000	0.00000	0.00000	0.00000	0.00000	0.00226
699	0.00000	0.00000	0.00000	0.00889	0.00000	0.00000	0.00000	0.00000	0.00000	0.00203
700	0.00000	0.00000	0.00000	0.00670	0.00000	0.00000	0.00000	0.00000	0.00000	0.00194
701	0.00000	0.00000	0.00000	0.00503	0.00000	0.00000	0.00000	0.00000	0.00000	0.00169
702	0.00000	0.00000	0.00000	0.00392	0.00000	0.00000	0.00000	0.00000	0.00000	0.00146
703	0.00000	0.00000	0.00000	0.00308	0.00000	0.00000	0.00000	0.00000	0.00000	0.00121
704	0.00000	0.00000	0.00000	0.00245	0.00000	0.00000	0.00000	0.00000	0.00000	0.00094
705	0.00000	0.00000	0.00000	0.00192	0.00000	0.00000	0.00000	0.00000	0.00000	0.00067
706	0.00000	0.00000	0.00000	0.00161	0.00000	0.00000	0.00000	0.00000	0.00000	0.00048
707	0.00000	0.00000	0.00000	0.00125	0.00000	0.00000	0.00000	0.00000	0.00000	0.00029
708	0.00000	0.00000	0.00000	0.00103	0.00000	0.00000	0.00000	0.00000	0.00000	0.00022
709	0.00000	0.00000	0.00000	0.00082	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012
710	0.00000	0.00000	0.00000	0.00071	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004
711	0.00000	0.00000	0.00000	0.00063	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003
712	0.00000	0.00000	0.00000	0.00053	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00007
713	0.00000	0.00000	0.00000	0.00043	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00007
714	0.00000	0.00000	0.00000	0.00037	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00002
715	0.00000	0.00000	0.00000	0.00032	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00010
716	0.00000	0.00000	0.00000	0.00024	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00009
717	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00008
718	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00013
719	0.00000	0.00000	0.00000	0.00016	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00014
720	0.00000	0.00000	0.00000	0.00015	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00011
721	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00010
722	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00012
723	0.00000	0.00000	0.00000	0.00009	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00010
724	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00019
725	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00013
726	0.00000	0.00000	0.00000	0.00005	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00020
727	0.00000	0.00000	0.00000	0.00001	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00015
728	0.00000	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00016
729	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00018
730	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00016
731	0.00000	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00023
732	0.00000	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00016
733	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00016
734	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00018
735	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00018
736	0.00000	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00023
737	0.00000	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00015
738	0.00000	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00019
739	0.00000	0.00000	0.00000	-0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00020
740	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000	0.00000	-0.00024
750	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.00000	0.00000	0.00000	0.00000
751	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.00000	0.00000	0.00000	0.00000
752	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000	0.00000	0.00000
753	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000
754	0.00000	0.00000	0.00000	0.00000	0.00027	0.00000	0.00000	0.00000	0.00000	0.00000
755	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
756	0.00000	0.00000	0.00000	0.00000	0.00055	0.00000	0.00000	0.00000	0.00000	0.00000
757	0.00000	0.00000	0.00000	0.00000	0.00073	0.00000	0.00000	0.00000	0.00000	0.00000
758	0.00000	0.00000	0.00000	0.00000	0.00108	0.00000	0.00000	0.00000	0.00000	0.00000
759	0.00000	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.00000
760	0.00000	0.00000	0.00000	0.00000	0.00217	0.00000	0.00000	0.00000	0.00000	0.00000
761	0.00000	0.00000	0.00000	0.00000	0.00312	0.00000	0.00000	0.00000	0.00000	0.00000
762	0.00000	0.00000	0.00000	0.00000	0.00493	0.00000	0.00000	0.00000	0.00000	0.00000
763	0.00000	0.00000	0.00000	0.00000	0.00725	0.00000	0.00000	0.00000	0.00000	0.00000
764	0.00000	0.00000	0.00000	0.00000	0.01135	0.00000	0.00000	0.00000	0.00000	0.00000
765	0.00000	0.00000	0.00000	0.00000	0.01701	0.00000	0.00000	0.00000	0.00000	0.00000
766	0.00000	0.00000	0.00000	0.00000	0.02492	0.00000	0.00000	0.00000	0.00000	0.00000
767	0.00000	0.00000	0.00000	0.00000	0.03600	0.00000	0.00000	0.00000	0.00000	0.00000
768	0.00000	0.00000	0.00000	0.00000	0.05093	0.00000	0.00000	0.00000	0.00000	0.00000
769	0.00000	0.00000	0.00000	0.00000	0.07174	0.00000	0.00000	0.00000	0.00000	0.00000
770	0.00000	0.00000	0.00000	0.00000	0.10145	0.00000	0.00000	0.00000	0.00000	0.00000
771	0.00000	0.00000	0.00000	0.00000	0.14875	0.00000	0.00000	0.00000	0.00000	0.00000
772	0.00000	0.00000	0.00000	0.00000	0.22369	0.00000	0.00000	0.00000	0.00000	0.00000
773	0.00000	0.00000	0.00000	0.00000	0.34435	0.00000	0.00000	0.00000	0.00000	0.00000
774	0.00000	0.00000	0.00000	0.00000	0.51863	0.00000	0.00000	0.00000	0.00000	0.00000
775	0.00000	0.00000	0.00000	0.00000	0.72925	0.00000	0.00000	0.00000	0.00000	0.00000
776	0.00000	0.00000	0.00000	0.00000	0.90468	0.00000	0.00000	0.00000	0.00000	0.00000
777	0.00000	0.00000	0.00000	0.00000	0.98523	0.00000	0.00000	0.00000	0.00000	0.00000
778	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
779	0.00000	0.00000	0.00000	0.00000	0.99355	0.00000	0.00000	0.00000	0.00000	0.00000
780	0.00000	0.00000	0.00000	0.00000	0.98928	0.00000	0.00000	0.00000	0.00000	0.00000
781	0.00000	0.00000	0.00000	0.00000	0.98333	0.00000	0.00000	0.00000	0.00000	0.00000
782	0.00000	0.00000	0.00000	0.00000	0.98836	0.00000	0.00000	0.00000	0.00000	0.00000
783	0.00000	0.00000	0.00000	0.00000	0.98918	0.00000	0.00000	0.00000	0.00000	0.00000
784	0.00000	0.00000	0.00000	0.00000	0.99286	0.00000	0.00000	0.00000	0.00000	0.00000
785	0.00000	0.00000	0.00000	0.00000	0.99384	0.00000	0.00000	0.00000	0.00000	0.00000
786	0.00000	0.00000	0.00000	0.00000	0.99177	0.00000	0.00000	0.00000	0.00000	0.00000
787	0.00000	0.00000	0.00000	0.00000	0.98929	0.00000	0.00000	0.00000	0.00000	0.00000
788	0.00000	0.00000	0.00000	0.00000	0.99566	0.00000	0.00000	0.00000	0.00000	0.00000
789	0.00000	0.00000	0.00000	0.00000	0.99487	0.00000	0.00000	0.00000	0.00000	0.00000
790	0.00000	0.00000	0.00000	0.00000	0.99191	0.00000	0.00000	0.00000	0.00000	0.00000
791	0.00000	0.00000	0.00000	0.00000	0.98710	0.00000	0.00000	0.00000	0.00000	0.00000
792	0.00000	0.00000	0.00000	0.00000	0.97841	0.00000	0.00000	0.00000	0.00000	0.00000
793	0.00000	0.00000	0.00000	0.00000	0.97103	0.00000	0.00000	0.00000	0.00000	0.00000
794	0.00000	0.00000	0.00000	0.00000	0.96383	0.00000	0.00000	0.00000	0.00000	0.00000
795	0.00000	0.00000	0.00000	0.00000	0.95439	0.00000	0.00000	0.00000	0.00000	0.00000
796	0.00000	0.00000	0.00000	0.00000	0.95076	0.00000	0.00000	0.00000	0.00000	0.00000
797	0.00000	0.00000	0.00000	0.00000	0.95070	0.00000	0.00000	0.00000	0.00000	0.00000
798	0.00000	0.00000	0.00000	0.00000	0.96036	0.00000	0.00000	0.00000	0.00000	0.00000
799	0.00000	0.00000	0.00000	0.00000	0.96334	0.00000	0.00000	0.00000	0.00000	0.00000
800	0.00000	0.00000	0.00000	0.00000	0.95443	0.00000	0.00000	0.00000	0.00000	0.00000
801	0.00000	0.00000	0.00000	0.00000	0.92595	0.00002	0.00000	0.00000	0.00000	0.00000
802	0.00000	0.00000	0.00000	0.00000	0.86804	0.00001	0.00000	0.00000	0.00000	0.00000
803	0.00000	0.00000	0.00000	0.00000	0.76570	0.00000	0.00000	0.00000	0.00000	0.00000
804	0.00000	0.00000	0.00000	0.00000	0.61815	0.00002	0.00000	0.00000	0.00000	0.00000
805	0.00000	0.00000	0.00000	0.00000	0.43490	0.00004	0.00000	0.00000	0.00000	0.00000
806	0.00000	0.00000	0.00000	0.00000	0.27562	0.00002	0.00000	0.00000	0.00000	0.00000
807	0.00000	0.00000	0.00000	0.00000	0.16107	0.00004	0.00000	0.00000	0.00000	0.00000
808	0.00000	0.00000	0.00000	0.00000	0.09372	0.00002	0.00000	0.00000	0.00000	0.00000
809	0.00000	0.00000	0.00000	0.00000	0.05492	0.00005	0.00000	0.00000	0.00000	0.00000
810	0.00000	0.00000	0.00000	0.00000	0.03439	0.00004	0.00000	0.00000	0.00000	0.00000
811	0.00000	0.00000	0.00000	0.00000	0.02246	0.00005	0.00000	0.00000	0.00000	0.00000
812	0.00000	0.00000	0.00000	0.00000	0.01563	0.00004	0.00000	0.00000	0.00000	0.00000
813	0.00000	0.00000	0.00000	0.00000	0.01140	0.00006	0.00000	0.00000	0.00000	0.00000
814	0.00000	0.00000	0.00000	0.00000	0.00862	0.00006	0.00000	0.00000	0.00000	0.00000
815	0.00000	0.00000	0.00000	0.00000	0.00691	0.00007	0.00000	0.00000	0.00000	0.00000
816	0.00000	0.00000	0.00000	0.00000	0.00582	0.00009	0.00000	0.00000	0.00000	0.00000
817	0.00000	0.00000	0.00000	0.00000	0.00488	0.00009	0.00000	0.00000	0.00000	0.00000
818	0.00000	0.00000	0.00000	0.00000	0.00420	0.00013	0.00000	0.00000	0.00000	0.00000
819	0.00000	0.00000	0.00000	0.00000	0.00351	0.00014	0.00000	0.00000	0.00000	0.00000
820	0.00000	0.00000	0.00000	0.00000	0.00291	0.00017	0.00000	0.00000	0.00000	0.00000
821	0.00000	0.00000	0.00000	0.00000	0.00235	0.00021	0.00000	0.00000	0.00000	0.00000
822	0.00000	0.00000	0.00000	0.00000	0.00189	0.00026	0.00000	0.00000	0.00000	0.00000
823	0.00000	0.00000	0.00000	0.00000	0.00143	0.00031	0.00000	0.00000	0.00000	0.00000
824	0.00000	0.00000	0.00000	0.00000	0.00116	0.00040	0.00000	0.00000	0.00000	0.00000
825	0.00000	0.00000	0.00000	0.00000	0.00085	0.00051	0.00000	0.00000	0.00000	0.00000
826	0.00000	0.00000	0.00000	0.00000	0.00070	0.00062	0.00000	0.00000	0.00000	0.00000
827	0.00000	0.00000	0.00000	0.00000	0.00058	0.00082	0.00000	0.00000	0.00000	0.00000
828	0.00000	0.00000	0.00000	0.00000	0.00053	0.00106	0.00000	0.00000	0.00000	0.00000
829	0.00000	0.00000	0.00000	0.00000	0.00047	0.00143	0.00000	0.00000	0.00000	0.00000
830	0.00000	0.00000	0.00000	0.00000	0.00034	0.00190	0.00000	0.00000	0.00000	0.00000
831	0.00000	0.00000	0.00000	0.00000	0.00030	0.00252	0.00000	0.00000	0.00000	0.00000
832	0.00000	0.00000	0.00000	0.00000	0.00024	0.00351	0.00000	0.00000	0.00000	0.00000
833	0.00000	0.00000	0.00000	0.00000	0.00016	0.00488	0.00000	0.00000	0.00000	0.00000
834	0.00000	0.00000	0.00000	0.00000	0.00012	0.00693	0.00000	0.00000	0.00000	0.00000
835	0.00000	0.00000	0.00000	0.00000	0.00007	0.01027	0.00000	0.00000	0.00000	0.00000
836	0.00000	0.00000	0.00000	0.00000	0.00006	0.01541	0.00000	0.00000	0.00000	0.00000
837	0.00000	0.00000	0.00000	0.00000	0.00002	0.02366	0.00000	0.00000	0.00000	0.00000
838	0.00000	0.00000	0.00000	0.00000	-0.00001	0.03771	0.00000	0.00000	0.00000	0.00000
839	0.00000	0.00000	0.00000	0.00000	-0.00001	0.06070	0.00000	0.00000	0.00000	0.00000
840	0.00000	0.00000	0.00000	0.00000	0.00000	0.09974	0.00000	0.00000	0.00000	0.00000
840	0.00000	0.00000	0.00000	0.00000	0.00000	0.16736	0.00000	0.00000	0.00000	0.00000
841	0.00000	0.00000	0.00000	0.00000	0.00000	0.28099	0.00000	0.00000	0.00000	0.00000
842	0.00000	0.00000	0.00000	0.00000	0.00000	0.44911	0.00000	0.00000	0.00000	0.00000
843	0.00000	0.00000	0.00000	0.00000	0.00000	0.65757	0.00000	0.00000	0.00000	0.00000
844	0.00000	0.00000	0.00000	0.00000	0.00000	0.84970	0.00000	0.00000	0.00000	0.00000
845	0.00000	0.00000	0.00000	0.00000	0.00000	0.96108	0.00000	0.00000	0.00000	0.00000
846	0.00000	0.00000	0.00000	0.00000	0.00000	0.99613	0.00000	0.00000	0.00000	0.00000
847	0.00000	0.00000	0.00000	0.00000	0.00000	0.99970	0.00000	0.00000	0.00000	0.00000
848	0.00000	0.00000	0.00000	0.00000	0.00000	0.99172	0.00000	0.00000	0.00000	0.00000
849	0.00000	0.00000	0.00000	0.00000	0.00000	0.98548	0.00000	0.00000	0.00000	0.00000
850	0.00000	0.00000	0.00000	0.00000	0.00000	0.98814	0.00000	0.00000	0.00000	0.00000
851	0.00000	0.00000	0.00000	0.00000	0.00000	0.99320	0.00000	0.00000	0.00000	0.00000
852	0.00000	0.00000	0.00000	0.00000	0.00000	0.99655	0.00000	0.00000	0.00000	0.00000
853	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
854	0.00000	0.00000	0.00000	0.00000	0.00000	0.99721	0.00000	0.00000	0.00000	0.00000
855	0.00000	0.00000	0.00000	0.00000	0.00000	0.99146	0.00000	0.00000	0.00000	0.00000
856	0.00000	0.00000	0.00000	0.00000	0.00000	0.98930	0.00000	0.00000	0.00000	0.00000
857	0.00000	0.00000	0.00000	0.00000	0.00000	0.98107	0.00000	0.00000	0.00000	0.00000
858	0.00000	0.00000	0.00000	0.00000	0.00000	0.97739	0.00000	0.00000	0.00000	0.00000
859	0.00000	0.00000	0.00000	0.00000	0.00000	0.97231	0.00000	0.00000	0.00000	0.00000
860	0.00000	0.00000	0.00000	0.00000	0.00000	0.97260	0.00000	0.00000	0.00000	0.00000
861	0.00000	0.00000	0.00000	0.00000	0.00000	0.97077	0.00000	0.00000	0.00000	0.00000
862	0.00000	0.00000	0.00000	0.00000	0.00000	0.97435	0.00000	0.00000	0.00000	0.00000
863	0.00000	0.00000	0.00000	0.00000	0.00000	0.96801	0.00000	0.00000	0.00000	0.00000
864	0.00000	0.00000	0.00000	0.00000	0.00000	0.96842	0.00000	0.00000	0.00000	0.00000
865	0.00000	0.00000	0.00000	0.00000	0.00000	0.96663	0.00000	0.00000	0.00000	0.00000
866	0.00000	0.00000	0.00000	0.00000	0.00000	0.95686	0.00000	0.00000	0.00000	0.00000
867	0.00000	0.00000	0.00000	0.00000	0.00000	0.95986	0.00000	0.00000	0.00000	0.00000
868	0.00000	0.00000	0.00000	0.00000	0.00000	0.94339	0.00000	0.00000	0.00000	0.00000
869	0.00000	0.00000	0.00000	0.00000	0.00000	0.93157	0.00000	0.00000	0.00000	0.00000
870	0.00000	0.00000	0.00000	0.00000	0.00000	0.92832	0.00000	0.00000	0.00000	0.00000
871	0.00000	0.00000	0.00000	0.00000	0.00000	0.92322	0.00000	0.00000	0.00000	0.00000
872	0.00000	0.00000	0.00000	0.00000	0.00000	0.91609	0.00000	0.00000	0.00000	0.00000
873	0.00000	0.00000	0.00000	0.00000	0.00000	0.91985	0.00000	0.00000	0.00000	0.00000
874	0.00000	0.00000	0.00000	0.00000	0.00000	0.91582	0.00000	0.00000	0.00000	0.00000
875	0.00000	0.00000	0.00000	0.00000	0.00000	0.91916	0.00000	0.00000	0.00000	0.00000
876	0.00000	0.00000	0.00000	0.00000	0.00000	0.91088	0.00000	0.00000	0.00000	0.00000
877	0.00000	0.00000	0.00000	0.00000	0.00000	0.90749	0.00000	0.00000	0.00000	0.00000
878	0.00000	0.00000	0.00000	0.00000	0.00000	0.81349	0.00000	0.00000	0.00000	0.00000
879	0.00000	0.00000	0.00000	0.00000	0.00000	0.88573	0.00000	0.00000	0.00000	0.00000
880	0.00000	0.00000	0.00000	0.00000	0.00000	0.87418	0.00000	0.00000	0.00000	0.00000
881	0.00000	0.00000	0.00000	0.00000	0.00000	0.86148	0.00000	0.00000	0.00000	0.00000
882	0.00000	0.00000	0.00000	0.00000	0.00000	0.84307	0.00000	0.00000	0.00000	0.00000
883	0.00000	0.00000	0.00000	0.00000	0.00000	0.81707	0.00000	0.00000	0.00000	0.00000
884	0.00000	0.00000	0.00000	0.00000	0.00000	0.77645	0.00000	0.00000	0.00000	0.00000
885	0.00000	0.00000	0.00000	0.00000	0.00000	0.72258	0.00000	0.00000	0.00000	0.00000
886	0.00000	0.00000	0.00000	0.00000	0.00000	0.65382	0.00000	0.00000	0.00000	0.00000
887	0.00000	0.00000	0.00000	0.00000	0.00000	0.56468	0.00000	0.00000	0.00000	0.00000
888	0.00000	0.00000	0.00000	0.00000	0.00000	0.46442	0.00000	0.00000	0.00000	0.00000
889	0.00000	0.00000	0.00000	0.00000	0.00000	0.36796	0.00000	0.00000	0.00000	0.00000
890	0.00000	0.00000	0.00000	0.00000	0.00000	0.27361	0.00000	0.00000	0.00000	0.00000
891	0.00000	0.00000	0.00000	0.00000	0.00000	0.19381	0.00000	0.00000	0.00000	0.00000
892	0.00000	0.00000	0.00000	0.00000	0.00000	0.13567	0.00000	0.00000	0.00000	0.00000
893	0.00000	0.00000	0.00000	0.00000	0.00000	0.09122	0.00000	0.00000	0.00000	0.00000
894	0.00000	0.00000	0.00000	0.00000	0.00000	0.06098	0.00000	0.00000	0.00000	0.00000
895	0.00000	0.00000	0.00000	0.00000	0.00000	0.04167	0.00000	0.00000	0.00000	0.00000
896	0.00000	0.00000	0.00000	0.00000	0.00000	0.02872	0.00000	0.00000	0.00000	0.00000
897	0.00000	0.00000	0.00000	0.00000	0.00000	0.01965	0.00000	0.00000	0.00000	0.00000
898	0.00000	0.00000	0.00000	0.00000	0.00000	0.01412	0.00000	0.00000	0.00000	0.00000
899	0.00000	0.00000	0.00000	0.00000	0.00000	0.01008	0.00000	0.00000	0.00000	0.00000
900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00745	0.00000	0.00000	0.00000	0.00000
901	0.00000	0.00000	0.00000	0.00000	0.00000	0.00575	0.00000	0.00000	0.00000	0.00000
902	0.00000	0.00000	0.00000	0.00000	0.00000	0.00411	0.00000	0.00000	0.00000	0.00000
903	0.00000	0.00000	0.00000	0.00000	0.00000	0.00326	0.00000	0.00000	0.00000	0.00000
904	0.00000	0.00000	0.00000	0.00000	0.00000	0.00263	0.00000	0.00000	0.00000	0.00000
905	0.00000	0.00000	0.00000	0.00000	0.00000	0.00211	0.00000	0.00000	0.00000	0.00000
906	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000
907	0.00000	0.00000	0.00000	0.00000	0.00000	0.00135	0.00000	0.00000	0.00000	0.00000
908	0.00000	0.00000	0.00000	0.00000	0.00000	0.00106	0.00000	0.00000	0.00000	0.00000
909	0.00000	0.00000	0.00000	0.00000	0.00000	0.00079	0.00000	0.00000	0.00000	0.00000
910	0.00000	0.00000	0.00000	0.00000	0.00000	0.00073	0.00000	0.00000	0.00000	0.00000
911	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000
912	0.00000	0.00000	0.00000	0.00000	0.00000	0.00031	0.00000	0.00000	0.00000	0.00000
913	0.00000	0.00000	0.00000	0.00000	0.00000	0.00049	0.00000	0.00000	0.00000	0.00000
914	0.00000	0.00000	0.00000	0.00000	0.00000	0.00051	0.00000	0.00000	0.00000	0.00000
915	0.00000	0.00000	0.00000	0.00000	0.00000	0.00052	0.00000	0.00000	0.00000	0.00000
916	0.00000	0.00000	0.00000	0.00000	0.00000	0.00045	0.00000	0.00000	0.00000	0.00000
917	0.00000	0.00000	0.00000	0.00000	0.00000	0.00024	0.00000	0.00000	0.00000	0.00000
918	0.00000	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.00000	0.00000	0.00000
919	0.00000	0.00000	0.00000	0.00000	0.00000	0.00026	0.00000	0.00000	0.00000	0.00000
920	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.00000	0.00000	0.00000
921	0.00000	0.00000	0.00000	0.00000	0.00000	0.00028	0.00000	0.00000	0.00000	0.00000
922	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000	0.00000
923	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.00000	0.00000	0.00000
924	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000	0.00000
925	0.00000	0.00000	0.00000	0.00000	0.00000	0.00022	0.00000	0.00000	0.00000	0.00000
926	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000	0.00000
927	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000	0.00000
928	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.00000	0.00000	0.00000
929	0.00000	0.00000	0.00000	0.00000	0.00000	0.00026	0.00000	0.00000	0.00000	0.00000
930	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.00000	0.00000	0.00000
931	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.00000	0.00000	0.00000
932	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.00000	0.00000	0.00000
933	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.00000	0.00000	0.00000
934	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000
935	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.00000	0.00000
1131	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
1132	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.00000	0.00000
1133	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.00000	0.00000
1134	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00026	0.00000	0.00000	0.00000
1135	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.00000	0.00000
1136	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.00000	0.00000
1137	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.00000	0.00000
1138	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.00000	0.00000
1139	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000
1140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00025	0.00000	0.00000	0.00000
1141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.00000	0.00000
1142	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.00000	0.00000
